curve,elapsed_sec,mean,ci_lo,ci_hi,n_runs
ours r6 (n=2),53.0,4.150793650793651,0.4196065456508924,7.88198075593641,2
ours r6 (n=2),54.0,4.23015873015873,0.09560004608162131,8.36471741423584,2
ours r6 (n=2),55.0,4.30952380952381,-0.22840645348765243,8.847454072535273,2
ours r6 (n=2),56.0,4.388888888888889,-0.5524129530569235,9.330190730834701,2
ours r6 (n=2),57.0,4.569444444444445,0.5105179314175237,8.628370957471365,2
ours r6 (n=2),58.0,4.75,1.5734488158919766,7.926551184108023,2
ours r6 (n=2),59.0,5.041666666666666,1.3356902852073067,8.747643048126026,2
ours r6 (n=2),60.0,5.333333333333334,1.0979317545226337,9.568734912144034,2
ours r6 (n=2),61.0,5.625,0.8601732238379647,10.389826776162035,2
ours r6 (n=2),62.0,5.916666666666666,0.6224146931532957,11.210918640180036,2
ours r6 (n=2),63.0,6.208333333333334,0.3846561624686222,12.032010504198045,2
